enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,feedback
18373,144,6,2024-04-02,2024-08-30,96,2.6,The course met my expectations.
18374,249,24,2023-06-08,2023-10-15,64,4.6,"The instructor was great, learned a lot!"
18375,200,16,2023-06-11,2023-11-04,40,3.4,Average course with some useful content.
18376,280,13,2022-11-15,2023-02-02,89,3.4,The course met my expectations.
18377,301,7,2023-11-06,2024-01-23,94,2.1,The content was outdated and irrelevant.
18378,163,11,2023-01-11,2023-04-05,81,2.6,It was a decent experience overall.
18379,305,9,2024-01-27,2024-05-12,2,1.2,"Poorly organized, I expected better."
18380,146,5,2023-08-20,2023-12-22,13,3.0,"The course was okay, not too bad."
18381,188,8,2024-07-25,2024-10-09,33,2.9,Average course with some useful content.
18382,61,23,2024-05-12,2024-09-19,20,4.0,"Excellent course, highly recommend!"
18383,285,2,2022-12-29,2023-03-05,7,1.4,"Poorly organized, I expected better."
18384,165,13,2022-12-13,2023-04-28,83,2.5,"The course was okay, not too bad."
18385,407,4,2024-05-04,2024-08-10,56,2.1,"Not worth the time, very disappointing."
18386,189,2,2023-05-04,2023-06-10,60,2.1,"Poorly organized, I expected better."
18387,22,5,2022-11-04,2023-01-12,56,4.5,"The instructor was great, learned a lot!"
18388,74,7,2024-09-05,2025-02-16,87,3.0,The course met my expectations.
18389,343,9,2023-04-01,2023-09-18,23,3.2,The course met my expectations.
18390,281,4,2022-10-10,2023-02-05,35,1.7,The content was outdated and irrelevant.
18391,104,1,2023-01-31,2023-04-02,31,1.3,I would not recommend this course.
18392,70,7,2023-09-11,2023-12-29,88,2.2,I didn't learn anything new from this course.
18393,410,14,2024-01-04,2024-06-14,55,1.7,"Poorly organized, I expected better."
18394,60,21,2024-05-28,2024-07-11,41,2.1,"Not worth the time, very disappointing."
18395,341,13,2022-12-26,2023-05-20,48,3.6,It was a decent experience overall.
18396,315,9,2023-12-24,2024-01-23,68,1.8,"Not worth the time, very disappointing."
18397,35,8,2024-07-13,2024-10-10,28,4.3,The materials provided were very helpful.
18398,4,8,2023-02-17,2023-04-12,33,4.9,Very informative and well structured.
18399,96,14,2024-10-01,2024-12-19,86,2.3,The content was outdated and irrelevant.
18400,371,20,2023-02-10,2023-05-05,17,3.9,The course met my expectations.
18401,75,20,2024-07-06,2024-12-15,4,3.4,"Not much to say, it was a standard course."
18402,421,7,2022-12-04,2023-04-14,38,3.8,Average course with some useful content.
18403,314,5,2023-12-18,2024-04-21,80,4.6,"The instructor was great, learned a lot!"
18404,177,14,2024-03-25,2024-05-22,59,1.2,"Poorly organized, I expected better."
18405,273,8,2023-12-07,2024-04-21,39,2.5,It was a decent experience overall.
18406,120,15,2023-06-30,2023-11-01,49,4.7,I really enjoyed this course.
18407,144,21,2023-05-31,2023-07-25,80,1.1,I didn't learn anything new from this course.
18408,461,8,2022-10-19,2023-02-10,71,2.6,"The course was okay, not too bad."
18409,233,11,2023-08-14,2024-01-17,46,2.0,"Not worth the time, very disappointing."
18410,105,14,2023-11-24,2024-01-16,39,4.9,The materials provided were very helpful.
18411,103,11,2023-11-26,2024-04-14,45,4.9,Very informative and well structured.
18412,138,17,2023-10-26,2023-12-28,69,4.4,Very informative and well structured.
18413,95,21,2023-11-29,2024-05-12,36,3.0,"Not much to say, it was a standard course."
18414,120,20,2023-01-27,2023-05-11,95,3.8,"The course was okay, not too bad."
18415,78,8,2023-09-30,2023-10-31,83,1.4,I didn't learn anything new from this course.
18416,255,10,2024-07-01,2024-08-08,65,1.5,"Poorly organized, I expected better."
18417,407,3,2024-09-12,2024-12-24,43,2.5,Average course with some useful content.
18418,407,24,2023-10-25,2024-03-17,40,4.2,I really enjoyed this course.
18419,312,16,2024-06-09,2024-11-21,22,1.7,I would not recommend this course.
18420,483,3,2024-05-20,2024-08-21,27,2.1,I didn't learn anything new from this course.
18421,162,20,2024-06-30,2024-12-02,40,1.3,"Not worth the time, very disappointing."
18422,272,23,2024-09-25,2024-11-06,71,2.1,I would not recommend this course.
18423,388,15,2023-05-14,2023-08-21,6,1.1,"Poorly organized, I expected better."
18424,320,19,2024-08-29,2024-11-05,94,1.6,The content was outdated and irrelevant.
18425,373,1,2022-12-04,2023-02-20,28,3.0,It was a decent experience overall.
18426,281,4,2023-06-27,2023-11-28,11,3.7,"The course was okay, not too bad."
18427,409,10,2023-08-28,2023-11-26,70,2.1,"Poorly organized, I expected better."
18428,61,5,2023-08-23,2023-12-08,77,1.8,The content was outdated and irrelevant.
18429,123,4,2023-02-03,2023-03-07,96,3.9,Average course with some useful content.
18430,250,20,2024-08-11,2025-01-05,74,3.2,Average course with some useful content.
18431,429,23,2023-09-13,2024-02-01,33,3.7,"The course was okay, not too bad."
18432,49,9,2024-09-11,2025-02-28,29,1.4,The content was outdated and irrelevant.
18433,311,12,2023-09-06,2023-12-21,31,3.5,Average course with some useful content.
18434,41,18,2024-04-29,2024-08-16,6,3.5,The course met my expectations.
18435,485,1,2023-09-25,2023-12-07,44,1.4,"Poorly organized, I expected better."
18436,178,1,2023-05-29,2023-11-16,11,1.8,I didn't learn anything new from this course.
18437,488,22,2024-05-14,2024-08-09,70,4.8,Very informative and well structured.
18438,95,21,2023-05-30,2023-09-25,77,3.5,"Not much to say, it was a standard course."
18439,158,1,2023-07-19,2023-09-27,38,1.9,I didn't learn anything new from this course.
18440,135,14,2024-09-14,2024-11-21,7,1.4,The content was outdated and irrelevant.
18441,44,9,2023-09-20,2024-01-25,5,3.7,It was a decent experience overall.
18442,343,23,2023-11-02,2024-02-25,68,2.8,"Not much to say, it was a standard course."
18443,14,7,2023-08-18,2024-02-10,44,2.1,I would not recommend this course.
18444,425,12,2023-06-05,2023-11-17,60,4.3,"The instructor was great, learned a lot!"
18445,1,10,2023-09-13,2024-01-15,11,4.0,Very informative and well structured.
18446,46,19,2024-05-25,2024-11-14,31,2.4,I would not recommend this course.
18447,111,24,2023-11-26,2024-01-05,41,3.4,"Not much to say, it was a standard course."
18448,438,24,2023-09-07,2023-10-22,63,4.6,The materials provided were very helpful.
18449,232,11,2023-03-19,2023-05-06,29,3.4,"The course was okay, not too bad."
18450,320,20,2023-09-01,2024-02-26,54,2.1,The content was outdated and irrelevant.
18451,20,23,2023-10-01,2024-03-13,74,3.0,"The course was okay, not too bad."
18452,195,15,2024-08-11,2024-11-03,97,3.3,It was a decent experience overall.
18453,34,8,2023-06-04,2023-07-19,100,2.4,The content was outdated and irrelevant.
18454,15,10,2023-02-08,2023-06-25,91,2.9,It was a decent experience overall.
18455,125,11,2023-10-25,2024-03-16,81,1.1,I didn't learn anything new from this course.
18456,311,14,2024-06-14,2024-11-20,53,2.6,Average course with some useful content.
18457,48,21,2023-10-19,2024-04-07,1,1.8,The content was outdated and irrelevant.
18458,9,13,2023-01-08,2023-02-09,46,3.8,"The course was okay, not too bad."
18459,377,17,2022-11-25,2023-05-20,25,3.2,"Not much to say, it was a standard course."
18460,120,20,2022-10-17,2023-01-05,35,2.4,"Poorly organized, I expected better."
18461,7,9,2024-01-28,2024-04-30,18,1.4,"Not worth the time, very disappointing."
18462,8,5,2024-06-02,2024-10-10,60,3.2,It was a decent experience overall.
18463,333,2,2024-03-12,2024-08-13,16,2.4,I didn't learn anything new from this course.
18464,429,1,2023-03-02,2023-06-28,49,1.3,I would not recommend this course.
18465,32,18,2024-10-06,2025-03-26,25,1.2,I would not recommend this course.
18466,182,12,2023-04-16,2023-08-15,66,2.8,Average course with some useful content.
18467,280,12,2024-04-04,2024-07-13,51,3.4,"Not much to say, it was a standard course."
18468,332,15,2023-06-03,2023-10-02,52,4.7,"Excellent course, highly recommend!"
18469,234,21,2024-07-11,2024-12-19,27,4.6,Very informative and well structured.
18470,49,15,2024-08-18,2024-12-05,88,2.6,It was a decent experience overall.
18471,123,12,2024-09-09,2024-10-26,71,4.7,"The instructor was great, learned a lot!"
18472,274,18,2024-02-21,2024-05-17,56,1.4,"Poorly organized, I expected better."
18473,15,7,2022-12-26,2023-04-10,45,3.5,"The course was okay, not too bad."
18474,238,4,2023-02-04,2023-04-02,36,3.6,Average course with some useful content.
18475,452,3,2023-05-22,2023-08-09,57,2.2,The content was outdated and irrelevant.
18476,421,5,2024-08-24,2024-10-30,50,2.6,It was a decent experience overall.
18477,47,21,2023-07-29,2023-12-22,70,3.5,"The course was okay, not too bad."
18478,314,17,2024-05-20,2024-07-20,52,1.3,I didn't learn anything new from this course.
18479,273,12,2023-09-22,2024-02-11,73,4.9,"The instructor was great, learned a lot!"
18480,435,2,2023-10-09,2023-12-31,86,1.4,"Poorly organized, I expected better."
18481,228,2,2023-03-12,2023-05-22,99,3.6,"The course was okay, not too bad."
18482,78,24,2024-05-21,2024-07-02,88,2.0,I would not recommend this course.
18483,387,2,2024-05-22,2024-10-05,54,3.2,It was a decent experience overall.
18484,272,8,2024-04-05,2024-07-29,50,4.5,"Excellent course, highly recommend!"
18485,489,7,2022-10-21,2022-11-20,0,3.9,"The course was okay, not too bad."
18486,431,3,2024-07-30,2024-11-07,100,1.3,"Not worth the time, very disappointing."
18487,22,20,2022-12-13,2023-05-04,1,2.5,Average course with some useful content.
18488,498,23,2023-08-11,2023-10-02,70,4.9,"Excellent course, highly recommend!"
18489,321,15,2022-11-04,2023-01-01,73,4.6,The materials provided were very helpful.
18490,146,14,2022-10-20,2023-01-23,50,3.5,It was a decent experience overall.
18491,23,13,2023-09-29,2024-02-20,52,1.9,"Poorly organized, I expected better."
18492,467,1,2024-01-24,2024-03-10,37,4.2,Very informative and well structured.
18493,311,3,2023-07-16,2023-08-24,95,1.8,"Not worth the time, very disappointing."
18494,437,7,2024-06-02,2024-11-12,33,1.8,I would not recommend this course.
18495,125,12,2024-09-05,2025-01-17,41,1.4,I would not recommend this course.
18496,122,24,2023-12-11,2024-02-07,48,3.1,"Not much to say, it was a standard course."
18497,49,10,2023-07-31,2023-09-11,60,4.3,"The instructor was great, learned a lot!"
18498,226,17,2023-01-25,2023-05-31,31,2.3,I would not recommend this course.
18499,8,17,2024-03-12,2024-05-31,6,2.2,"Poorly organized, I expected better."
18500,214,15,2024-05-23,2024-10-23,39,2.3,"Poorly organized, I expected better."
18501,273,17,2024-06-19,2024-10-12,12,2.5,It was a decent experience overall.
18502,176,16,2023-07-15,2023-12-22,59,4.0,"The instructor was great, learned a lot!"
18503,425,12,2023-03-13,2023-06-04,3,2.1,I would not recommend this course.
18504,66,12,2023-08-07,2024-01-01,9,3.9,It was a decent experience overall.
18505,333,21,2024-07-28,2024-11-02,90,2.0,"Not worth the time, very disappointing."
18506,277,3,2023-01-17,2023-02-16,13,2.0,"Poorly organized, I expected better."
18507,43,19,2023-06-04,2023-10-20,5,4.0,The materials provided were very helpful.
18508,74,9,2024-07-25,2024-09-16,28,1.8,"Not worth the time, very disappointing."
18509,394,7,2023-09-03,2024-01-06,86,1.0,I didn't learn anything new from this course.
18510,409,6,2024-08-30,2025-02-22,60,2.5,It was a decent experience overall.
18511,34,15,2023-12-22,2024-04-06,96,2.0,I would not recommend this course.
18512,131,14,2024-10-01,2025-01-30,85,4.7,"The instructor was great, learned a lot!"
18513,412,13,2024-03-04,2024-07-03,16,2.4,The content was outdated and irrelevant.
18514,492,1,2023-05-11,2023-07-07,5,4.1,"Excellent course, highly recommend!"
18515,438,13,2024-09-12,2024-12-14,81,1.6,I would not recommend this course.
18516,392,22,2024-03-05,2024-04-09,63,4.0,"The instructor was great, learned a lot!"
18517,483,16,2023-04-12,2023-05-25,57,3.0,Average course with some useful content.
18518,169,13,2023-02-23,2023-06-19,10,4.9,"Excellent course, highly recommend!"
18519,425,18,2024-03-10,2024-06-11,8,2.1,"Not worth the time, very disappointing."
18520,111,24,2024-01-17,2024-02-18,19,4.3,I really enjoyed this course.
18521,104,18,2023-11-21,2024-04-04,13,2.9,It was a decent experience overall.
18522,146,1,2023-10-15,2024-03-02,81,4.0,I really enjoyed this course.
18523,40,17,2024-02-25,2024-05-23,98,1.3,The content was outdated and irrelevant.
18524,32,11,2024-03-26,2024-06-15,12,2.7,The course met my expectations.
18525,343,22,2023-05-25,2023-11-20,78,1.4,I would not recommend this course.
18526,249,14,2024-09-21,2024-11-06,50,1.5,"Poorly organized, I expected better."
18527,49,18,2023-04-16,2023-09-17,41,3.5,The course met my expectations.
18528,290,16,2023-12-08,2024-05-14,62,3.9,"Not much to say, it was a standard course."
18529,461,21,2023-07-07,2023-09-28,34,4.6,Very informative and well structured.
18530,56,12,2022-12-13,2023-03-06,36,4.8,"The instructor was great, learned a lot!"
18531,452,1,2022-11-19,2023-04-16,94,4.5,Very informative and well structured.
18532,354,14,2024-09-28,2024-11-08,96,3.3,It was a decent experience overall.
18533,111,21,2023-12-10,2024-02-21,45,3.2,"The course was okay, not too bad."
18534,182,11,2022-10-17,2023-02-27,81,1.8,I would not recommend this course.
18535,318,11,2024-06-02,2024-11-28,28,1.3,I would not recommend this course.
18536,34,8,2023-02-12,2023-05-04,87,3.6,"Not much to say, it was a standard course."
18537,354,21,2023-11-23,2024-02-08,0,1.3,"Poorly organized, I expected better."
18538,269,18,2023-08-01,2023-10-03,9,3.7,The course met my expectations.
18539,68,4,2023-12-11,2024-02-14,0,1.5,"Not worth the time, very disappointing."
18540,14,23,2024-06-03,2024-09-03,39,3.3,"The course was okay, not too bad."
18541,187,6,2022-10-11,2023-03-10,70,3.6,"The course was okay, not too bad."
18542,443,18,2024-01-09,2024-06-07,10,3.0,Average course with some useful content.
18543,366,14,2024-08-26,2025-02-12,8,2.4,"Poorly organized, I expected better."
18544,87,13,2024-05-18,2024-07-18,56,4.9,The materials provided were very helpful.
18545,73,3,2024-07-10,2024-12-30,86,4.2,I really enjoyed this course.
18546,96,6,2023-08-17,2023-10-25,51,4.2,"The instructor was great, learned a lot!"
18547,448,20,2023-10-04,2024-01-06,16,1.2,"Poorly organized, I expected better."
18548,440,23,2024-05-26,2024-11-01,72,3.8,"The course was okay, not too bad."
18549,54,15,2023-05-28,2023-10-13,6,2.4,The content was outdated and irrelevant.
18550,146,6,2023-09-28,2024-03-10,96,2.8,"Not much to say, it was a standard course."
18551,115,11,2024-09-10,2024-10-11,67,4.5,I really enjoyed this course.
18552,20,21,2023-07-10,2023-09-04,4,4.1,"The instructor was great, learned a lot!"
18553,169,21,2023-01-01,2023-02-08,43,1.7,I would not recommend this course.
18554,252,10,2023-04-01,2023-06-08,54,3.1,Average course with some useful content.
18555,125,6,2023-07-19,2023-08-20,37,2.3,"Poorly organized, I expected better."
18556,195,8,2023-05-05,2023-08-25,64,4.9,"Excellent course, highly recommend!"
18557,388,1,2024-03-12,2024-05-09,20,1.4,The content was outdated and irrelevant.
18558,297,18,2023-10-27,2024-02-09,16,2.5,"Not much to say, it was a standard course."
18559,413,2,2023-04-19,2023-09-02,15,1.7,I didn't learn anything new from this course.
18560,51,12,2023-12-19,2024-02-20,18,2.4,"Poorly organized, I expected better."
18561,246,24,2023-03-17,2023-08-24,4,1.4,The content was outdated and irrelevant.
18562,276,2,2023-02-23,2023-07-22,19,4.6,I really enjoyed this course.
18563,489,20,2022-10-12,2022-11-29,55,4.2,The materials provided were very helpful.
18564,377,21,2023-08-28,2023-12-22,55,2.9,"Not much to say, it was a standard course."
18565,456,6,2023-07-06,2023-10-10,15,2.7,It was a decent experience overall.
18566,152,24,2024-03-17,2024-08-30,20,3.8,"Not much to say, it was a standard course."
18567,304,14,2022-11-07,2022-12-10,100,2.8,Average course with some useful content.
18568,304,8,2024-07-29,2024-09-23,39,1.3,"Not worth the time, very disappointing."
18569,448,13,2023-03-31,2023-09-15,27,1.9,I would not recommend this course.
18570,421,1,2023-03-10,2023-04-17,55,2.9,"The course was okay, not too bad."
18571,263,8,2023-07-24,2023-11-18,33,1.7,The content was outdated and irrelevant.
18572,459,14,2022-10-14,2023-01-08,76,3.5,It was a decent experience overall.
18573,427,10,2022-10-28,2023-04-02,48,5.0,The materials provided were very helpful.
18574,334,4,2022-10-11,2023-03-16,76,4.1,"The instructor was great, learned a lot!"
18575,263,22,2024-08-07,2025-01-27,83,3.5,It was a decent experience overall.
18576,125,14,2022-11-05,2022-12-10,71,3.3,"Not much to say, it was a standard course."
18577,49,12,2024-09-12,2025-01-09,91,3.1,Average course with some useful content.
18578,272,14,2024-03-08,2024-07-10,89,3.9,It was a decent experience overall.
18579,492,2,2024-05-21,2024-06-22,18,4.5,Very informative and well structured.
18580,378,8,2023-05-03,2023-10-26,11,4.7,"Excellent course, highly recommend!"
18581,293,17,2023-10-30,2023-12-02,67,2.6,"Not much to say, it was a standard course."
18582,381,2,2023-07-09,2023-08-25,19,4.5,I really enjoyed this course.
18583,480,20,2024-08-18,2025-01-28,38,3.1,"The course was okay, not too bad."
18584,77,9,2024-03-29,2024-09-05,41,3.7,"The course was okay, not too bad."
18585,407,6,2022-10-24,2023-02-24,0,2.3,"Not worth the time, very disappointing."
18586,301,24,2023-01-11,2023-04-17,5,1.7,"Poorly organized, I expected better."
18587,335,17,2024-04-01,2024-05-24,9,2.3,I would not recommend this course.
18588,447,8,2023-06-15,2023-11-21,91,3.2,"The course was okay, not too bad."
18589,188,22,2024-01-25,2024-05-11,36,4.6,"Excellent course, highly recommend!"
18590,356,22,2024-04-21,2024-05-25,4,3.9,It was a decent experience overall.
18591,361,9,2023-01-01,2023-04-27,28,4.0,Very informative and well structured.
18592,34,14,2022-12-07,2023-01-20,64,4.1,Very informative and well structured.
18593,180,10,2024-02-05,2024-06-07,54,3.2,"Not much to say, it was a standard course."
18594,240,17,2024-05-16,2024-11-09,9,4.2,"Excellent course, highly recommend!"
18595,99,13,2024-08-08,2024-09-21,34,2.6,The course met my expectations.
18596,121,5,2023-10-25,2023-12-03,73,2.5,"The course was okay, not too bad."
18597,144,5,2022-10-21,2022-12-27,54,3.2,It was a decent experience overall.
18598,144,14,2023-06-09,2023-11-06,96,4.7,I really enjoyed this course.
18599,188,20,2023-07-15,2023-11-07,63,3.3,The course met my expectations.
18600,303,13,2024-09-17,2024-12-31,59,4.8,"The instructor was great, learned a lot!"
18601,292,9,2023-02-05,2023-05-22,59,1.3,The content was outdated and irrelevant.
18602,293,10,2024-08-27,2024-12-07,16,2.9,Average course with some useful content.
18603,437,7,2024-09-08,2025-01-20,54,1.1,I didn't learn anything new from this course.
18604,35,2,2023-04-29,2023-06-03,43,2.6,"Not much to say, it was a standard course."
18605,331,24,2023-09-20,2023-10-20,21,4.5,"The instructor was great, learned a lot!"
18606,318,23,2023-07-09,2023-11-27,32,4.5,I really enjoyed this course.
18607,429,16,2023-01-01,2023-03-11,4,2.2,I would not recommend this course.
18608,145,6,2023-05-08,2023-09-04,63,3.2,"The course was okay, not too bad."
18609,368,19,2024-08-21,2025-01-28,48,3.0,Average course with some useful content.
18610,354,6,2023-07-11,2023-09-10,78,2.3,"Not worth the time, very disappointing."
18611,131,13,2023-04-23,2023-07-19,46,4.3,I really enjoyed this course.
18612,293,1,2023-10-31,2024-02-26,69,2.8,"Not much to say, it was a standard course."
18613,226,15,2023-08-09,2024-01-07,24,2.6,Average course with some useful content.
18614,272,15,2023-09-26,2023-11-15,5,1.3,"Poorly organized, I expected better."
18615,233,15,2023-03-17,2023-09-01,2,4.7,"Excellent course, highly recommend!"
18616,75,20,2024-04-26,2024-06-15,40,1.9,The content was outdated and irrelevant.
18617,153,12,2024-01-18,2024-03-17,67,1.8,I didn't learn anything new from this course.
18618,433,11,2023-03-28,2023-06-25,13,2.0,I would not recommend this course.
18619,87,3,2024-05-14,2024-07-22,48,1.7,I didn't learn anything new from this course.
18620,100,13,2024-08-17,2025-02-09,39,2.7,"The course was okay, not too bad."
18621,355,17,2024-07-12,2024-12-15,95,4.4,Very informative and well structured.
18622,361,19,2023-03-03,2023-06-02,15,4.6,"Excellent course, highly recommend!"
18623,244,6,2024-03-28,2024-04-30,63,1.5,"Not worth the time, very disappointing."
18624,102,2,2023-02-18,2023-04-02,87,1.0,"Not worth the time, very disappointing."
18625,246,4,2024-03-31,2024-07-11,33,2.4,The content was outdated and irrelevant.
18626,1,4,2024-03-18,2024-06-27,35,1.5,"Not worth the time, very disappointing."
18627,495,14,2023-10-05,2023-12-12,6,3.1,The course met my expectations.
18628,102,20,2024-01-19,2024-03-15,2,4.3,"Excellent course, highly recommend!"
18629,149,4,2023-03-22,2023-04-27,74,1.2,"Poorly organized, I expected better."
18630,492,18,2024-08-23,2024-12-20,81,1.4,I didn't learn anything new from this course.
18631,461,9,2024-09-28,2024-12-17,66,3.4,"The course was okay, not too bad."
18632,107,24,2022-11-17,2023-05-11,39,4.2,The materials provided were very helpful.
18633,289,20,2023-03-09,2023-05-12,72,2.6,Average course with some useful content.
18634,23,10,2023-01-14,2023-04-03,85,1.9,I didn't learn anything new from this course.
18635,430,16,2024-10-02,2025-01-04,74,2.5,"The course was okay, not too bad."
18636,130,23,2024-01-08,2024-06-10,50,2.7,It was a decent experience overall.
18637,480,21,2022-11-10,2023-05-03,64,4.2,"Excellent course, highly recommend!"
18638,125,11,2023-07-06,2023-11-30,14,3.6,It was a decent experience overall.
18639,88,19,2024-09-30,2025-03-17,84,3.6,"Not much to say, it was a standard course."
18640,96,15,2023-09-14,2023-11-04,48,1.2,I didn't learn anything new from this course.
18641,326,22,2024-09-13,2024-12-18,28,4.0,"Excellent course, highly recommend!"
18642,37,12,2023-11-05,2024-02-22,81,1.4,"Poorly organized, I expected better."
18643,77,16,2023-08-26,2024-01-26,8,4.8,I really enjoyed this course.
18644,309,15,2023-02-19,2023-06-25,73,4.8,"The instructor was great, learned a lot!"
18645,427,5,2024-05-17,2024-11-08,97,2.0,"Not worth the time, very disappointing."
18646,377,7,2024-03-26,2024-04-30,60,2.7,It was a decent experience overall.
18647,258,24,2023-01-20,2023-05-18,73,3.5,"Not much to say, it was a standard course."
18648,268,22,2024-08-02,2024-10-03,36,3.6,"Not much to say, it was a standard course."
18649,5,10,2023-09-24,2023-11-06,80,3.6,"The course was okay, not too bad."
18650,158,14,2022-10-30,2023-03-01,90,2.2,I didn't learn anything new from this course.
18651,5,18,2024-07-10,2024-12-13,97,1.2,I would not recommend this course.
18652,376,16,2023-01-10,2023-04-26,41,1.0,"Poorly organized, I expected better."
18653,378,18,2024-05-02,2024-09-26,37,1.1,I would not recommend this course.
18654,456,8,2023-12-24,2024-03-05,10,1.2,"Poorly organized, I expected better."
18655,467,24,2024-07-10,2024-09-27,32,2.3,The content was outdated and irrelevant.
18656,165,21,2024-07-07,2024-12-08,65,4.6,The materials provided were very helpful.
18657,34,14,2023-04-15,2023-10-01,58,4.5,The materials provided were very helpful.
18658,331,8,2023-11-12,2024-01-08,28,1.4,I didn't learn anything new from this course.
18659,27,16,2023-02-13,2023-07-04,10,4.4,Very informative and well structured.
18660,28,20,2022-10-18,2023-03-09,4,3.4,"The course was okay, not too bad."
18661,361,12,2024-04-01,2024-09-04,25,1.9,I didn't learn anything new from this course.
18662,67,12,2022-10-28,2023-01-23,35,4.0,"The instructor was great, learned a lot!"
18663,54,23,2024-03-16,2024-07-06,41,1.6,"Not worth the time, very disappointing."
18664,243,3,2023-06-09,2023-08-27,89,2.5,Average course with some useful content.
18665,177,24,2024-02-08,2024-07-27,7,1.1,"Poorly organized, I expected better."
18666,304,16,2024-04-25,2024-09-19,49,3.5,The course met my expectations.
18667,122,21,2023-02-15,2023-06-24,57,4.4,Very informative and well structured.
18668,1,22,2024-01-09,2024-05-08,83,3.7,"Not much to say, it was a standard course."
18669,355,16,2024-02-20,2024-04-09,27,3.3,"The course was okay, not too bad."
18670,255,16,2024-09-25,2025-01-25,92,4.8,"The instructor was great, learned a lot!"
18671,223,9,2024-01-27,2024-07-02,75,2.2,"Not worth the time, very disappointing."
18672,272,4,2024-07-07,2024-09-06,8,1.3,I would not recommend this course.
18673,105,17,2024-07-06,2024-11-10,6,2.2,"Poorly organized, I expected better."
18674,334,18,2023-06-23,2023-09-29,60,4.8,I really enjoyed this course.
18675,181,19,2023-04-08,2023-09-27,90,1.5,The content was outdated and irrelevant.
18676,217,8,2024-05-01,2024-09-25,46,1.7,"Poorly organized, I expected better."
18677,378,8,2024-04-26,2024-09-05,94,3.1,Average course with some useful content.
18678,121,5,2024-01-27,2024-05-20,27,4.6,The materials provided were very helpful.
18679,248,17,2024-03-03,2024-07-31,88,1.8,The content was outdated and irrelevant.
18680,334,9,2023-10-02,2024-01-28,67,3.9,It was a decent experience overall.
18681,385,10,2023-11-08,2024-03-01,67,4.4,Very informative and well structured.
18682,304,24,2024-03-19,2024-07-15,80,3.3,"Not much to say, it was a standard course."
18683,304,12,2024-06-01,2024-07-03,42,2.6,"Not much to say, it was a standard course."
18684,301,9,2023-06-11,2023-08-26,63,3.7,"Not much to say, it was a standard course."
18685,62,6,2024-03-30,2024-05-27,42,2.9,"The course was okay, not too bad."
18686,133,5,2024-05-06,2024-07-22,13,2.4,I didn't learn anything new from this course.
18687,77,2,2023-10-26,2024-04-06,73,3.0,"The course was okay, not too bad."
18688,86,13,2023-06-23,2023-10-19,24,3.4,"The course was okay, not too bad."
18689,123,10,2023-12-05,2024-04-17,87,2.4,"Poorly organized, I expected better."
18690,211,13,2023-03-05,2023-04-24,66,1.5,"Poorly organized, I expected better."
18691,415,16,2023-01-30,2023-04-13,92,4.4,"The instructor was great, learned a lot!"
18692,234,17,2023-05-08,2023-09-23,73,2.7,The course met my expectations.
18693,238,23,2024-07-10,2024-08-19,47,4.6,The materials provided were very helpful.
18694,281,9,2024-06-01,2024-10-27,65,3.0,The course met my expectations.
18695,460,8,2023-10-03,2023-11-12,76,3.7,It was a decent experience overall.
18696,395,6,2022-10-24,2022-12-05,82,4.6,"The instructor was great, learned a lot!"
18697,468,18,2024-07-26,2024-09-19,71,1.7,I didn't learn anything new from this course.
18698,177,19,2022-10-22,2023-01-31,32,1.1,I would not recommend this course.
18699,433,9,2024-10-08,2025-04-04,1,4.6,I really enjoyed this course.
18700,388,21,2023-04-28,2023-09-06,12,1.2,"Poorly organized, I expected better."
18701,189,11,2024-03-22,2024-07-23,88,3.5,"The course was okay, not too bad."
18702,70,7,2023-08-16,2023-09-26,91,2.8,It was a decent experience overall.
18703,182,13,2024-06-20,2024-12-04,62,3.6,"Not much to say, it was a standard course."
18704,495,10,2023-02-28,2023-05-25,35,4.8,"The instructor was great, learned a lot!"
18705,294,2,2023-12-24,2024-03-23,59,1.9,I would not recommend this course.
18706,469,14,2023-03-01,2023-05-08,73,1.7,I would not recommend this course.
18707,27,1,2024-08-04,2024-11-26,37,3.7,"Not much to say, it was a standard course."
18708,429,15,2023-03-17,2023-07-16,62,2.7,"The course was okay, not too bad."
18709,315,4,2024-08-21,2025-01-19,57,1.3,The content was outdated and irrelevant.
18710,125,6,2023-03-23,2023-06-08,39,1.0,The content was outdated and irrelevant.
18711,369,21,2024-08-21,2024-10-06,58,3.8,Average course with some useful content.
18712,111,14,2024-02-27,2024-08-17,73,1.2,The content was outdated and irrelevant.
18713,452,3,2023-12-12,2024-03-17,3,2.3,"Not worth the time, very disappointing."
18714,157,8,2024-03-25,2024-05-03,0,3.7,Average course with some useful content.
18715,427,2,2022-12-16,2023-05-13,74,3.5,Average course with some useful content.
18716,376,14,2022-10-24,2023-04-10,5,2.5,The course met my expectations.
18717,276,3,2023-10-09,2024-01-23,74,2.2,"Poorly organized, I expected better."
18718,381,17,2024-01-14,2024-06-06,93,5.0,Very informative and well structured.
18719,263,20,2024-09-16,2025-02-13,88,3.0,The course met my expectations.
18720,495,24,2023-01-05,2023-05-15,56,3.5,"Not much to say, it was a standard course."
18721,5,17,2024-08-16,2024-09-19,87,4.7,I really enjoyed this course.
18722,180,17,2022-10-10,2023-03-09,61,2.8,The course met my expectations.
18723,276,17,2023-11-09,2023-12-15,45,1.7,I didn't learn anything new from this course.
